,Load,PV,Diswasher,Dryer,Heat_pump,Water_heater,Washing_machine,Dehumidifier,Temp_in,Temp_out,Pressure_out,Humidity_in,Humidity_out,RTP
01-01-2019 00:00,0.68375,0,0,0,0.042517667,0.0011905,0,0.5013085,20.2,6.4,975,45.7,85,0.2227548
01-01-2019 01:00,0.686,0,0,0,0.043478,0.001213167,0,0.5060505,20.2,6.3,975,48.2,85,0.2040846
01-01-2019 02:00,0.5545,0,0,0,0.044948167,0.001213,0,0.367875667,20,6,975,49.6,85,0.192067
01-01-2019 03:00,0.159833333,0,0,0,0.045142333,0.001222833,0,0,20,6,976,50.2,85,0.2240424
01-01-2019 04:00,0.164083333,0,0,0,0.046271,0.001243,0,0,19.9,6,974,51.2,84.2,0.2020459
01-01-2019 05:00,0.16075,0,0,0,0.053240667,0.001222333,0,0,19.9,5.8,973,52,84.8,0.169534
01-01-2019 06:00,0.178833333,0,0,0,0.057638167,0.001236167,0,0,20.2,5.7,973,51.1,85,0.200651
01-01-2019 07:00,0.17925,0,0,0,0.051646333,0.001233833,0,0,20.4,5.6,974,51,85,0.2142781
01-01-2019 08:00,0.169166667,0,0,0,0.047411667,0.0012295,0,0,20.4,5.6,973,51,85,0.2350943
01-01-2019 09:00,0.235666667,0.024166667,0,0,0.047510167,0.001247167,0,0,20.5,5.8,974,51.7,84,0.1912086
01-01-2019 10:00,0.332,0.233,0,0,0.051858667,0.002442333,0,0,20.7,6.2,974,52.6,78.9,0.1569799
01-01-2019 11:00,0.786,0.227916667,0,0,0.054912667,0.003683333,0,0,20.5,6.2,974,51.6,77.6,0.1576237
01-01-2019 12:00,0.802416667,0.5765,0,0,0.048464,0.009687,0,0.121698833,20.8,6.5,973,52.8,75.6,0.15022
01-01-2019 13:00,1.642333333,0.287833333,0,0,0.046415167,0.004382833,0,0.372393667,20.9,6.8,973,52.9,73.4,0.1517222
01-01-2019 14:00,0.51175,0.354833333,0,0,0.044650833,0.008827333,0,0,21,7.2,973,53,72.6,0.1898137
01-01-2019 15:00,0.560166667,0.128083333,0,0,0.044877667,0.0012425,0,0,20.9,6.8,973,53.8,72.9,0.1890626
01-01-2019 16:00,0.468833333,0.00025,0,0,0.0496025,0.0012175,0,0,20.9,6.5,973,54,74.6,0.1823027
01-01-2019 17:00,0.525,0,0,0,0.0504165,0.001209167,0,0,20.8,6.5,973,54,75.6,0.2216818
01-01-2019 18:00,1.604583333,0,0,0,0.049527,0.001198333,0,0,20.8,6.2,973,53.4,76,0.302586
01-01-2019 19:00,0.992583333,0,0.454181833,0,0.0491575,0.001199,0,0,21,6,973,53,74.8,0.3473301
01-01-2019 20:00,0.731666667,0,0.179983,0,0.049493167,0.001208333,0,0,21.1,6,973,53,73.6,0.3260847
01-01-2019 21:00,0.570583333,0,0.254915167,0,0.0488145,0.001226667,0,0,21,5.9,974,52,73,0.345506
01-01-2019 22:00,0.799583333,0,0.008264167,0,0.038462,0.001150167,0,0.443017167,20.7,5.9,973,53.2,70.7,0.353017
01-01-2019 23:00,0.805666667,0,0.001677167,0,0.044466667,0.001165833,0,0.491853667,20.4,5.6,973,54,73.8,0.2891735
02-01-2019 00:00,0.6865,0,0,0,0.046342667,0.001182833,0,0.4986105,20.3,5.7,973,53.8,75.8,0.3156766
02-01-2019 01:00,0.682916667,0,0,0,0.0483035,0.001209667,0,0.506817333,20.2,5.5,972,53,76.9,0.2530134
02-01-2019 02:00,0.310666667,0,0,0,0.0488145,0.001215,0,0.119507167,20.1,5.5,972,53,75.6,0.2168533
02-01-2019 03:00,0.158666667,0,0,0,0.049750667,0.001225167,0,0,20.1,5.3,972,53,75.8,0.1993634
02-01-2019 04:00,0.175,0,0,0,0.0507815,0.001229167,0,0,20.1,4.7,972,53,79,0.190994
02-01-2019 05:00,0.163166667,0,0,0,0.0506495,0.001221333,0,0,20,3.8,972,53,82.4,0.2362746
02-01-2019 06:00,0.18025,0,0,0,0.054522333,0.001246167,0,0,20.4,3.7,973,52.2,81.2,0.3756573
02-01-2019 07:00,0.17875,0,0,0,0.049569167,0.001236,0,0,20.5,3.6,974,52,79.8,0.5434745
02-01-2019 08:00,0.171583333,0,0,0,0.046259,0.0012405,0,0,20.6,3.4,974,52,77.7,0.6288853
02-01-2019 09:00,0.188583333,0.117583333,0,0,0.046732333,0.001225833,0,0,20.6,3.6,975,52.8,71.8,0.6162239
02-01-2019 10:00,0.36975,0.35525,0,0,0.0505885,0.002367167,0,0,20.8,4.3,975,54,68.8,0.6471263
02-01-2019 11:00,0.602833333,0.341833333,0,0,0.054865667,0.002653333,0,0,20.8,4.4,975,53.4,62.8,0.6274904
02-01-2019 12:00,1.171,0.379333333,0,0,0.048466667,0.005932333,0,0,21,4.7,975,52.8,57.5,0.6124684
02-01-2019 13:00,0.792083333,0.640083333,0,0,0.0461495,0.013369833,0,0,21.1,5.1,974,53.4,53.3,0.6044209
02-01-2019 14:00,0.590833333,0.43025,0,0,0.045602667,0.008517,0,0,21.2,4.8,974,54,52.8,0.6066742
02-01-2019 15:00,0.652083333,0.102166667,0,0,0.047756,0.001221167,0,0,21.4,4.2,975,53.3,54.8,0.5915449
02-01-2019 16:00,0.54425,0.02275,0,0,0.049886833,0.001207667,0,0,21.4,3.7,975,53,57,0.5862872
02-01-2019 17:00,0.585583333,0,0,0,0.0534825,0.0011685,0,0,21.1,3.6,975,53,58.6,0.6153655
02-01-2019 18:00,0.505583333,0,0,0,0.047557333,0.001182667,0,0,21.4,2.7,976,52.2,67.2,0.6617191
02-01-2019 19:00,1.230166667,0,0,0,0.0483475,0.001201167,0,0,21.4,2.4,976,52.2,69.2,0.6689082
02-01-2019 20:00,0.631416667,0,0,0,0.048354667,0.001196833,0,0,21.3,2.8,976,53,67,0.6921923
02-01-2019 21:00,0.533416667,0,0,0,0.047818,0.001195333,0,0,21.3,2.1,977,53,72,0.6795309
02-01-2019 22:00,0.785333333,0,0,0,0.040361333,0.001152333,0,0.426493667,21.1,1.7,977,53.2,76.8,0.6340357
02-01-2019 23:00,0.665166667,0,0,0,0.042978,0.001165167,0,0.490147833,20.8,1.6,977,54,77.6,0.5219072
03-01-2019 00:00,0.673416667,0,0,0,0.0457895,0.001201,0,0.4993115,20.7,1,977,53.6,77.8,0.243571
03-01-2019 01:00,0.419833333,0,0,0,0.0471705,0.002214167,0,0.221979167,20.6,0.3,977,53,76.8,0.1850925
03-01-2019 02:00,0.179666667,0,0,0,0.046937833,0.002114833,0,0,20.6,-0.6,978,53,78.2,0.1610573
03-01-2019 03:00,0.17,0,0,0,0.048454,0.003104,0,0,20.5,-1.5,978,53,79.9,0.135198
03-01-2019 04:00,0.169916667,0,0,0,0.0487275,0.002287667,0,0,20.4,-2,977,52,81.8,0.133052
03-01-2019 05:00,0.179,0,0,0,0.054527167,0.003312333,0,0,20.3,-2.4,978,52,84.2,0.1600916
03-01-2019 06:00,0.439416667,0,0,0,0.058601167,0.0022195,0,0,20.4,-2.5,978,53.1,84.8,0.2468973
03-01-2019 07:00,0.49925,0,0,0,0.060483,0.003393333,0,0,20.4,-2.9,978,53.2,83.6,0.508602
03-01-2019 08:00,0.597833333,0,0,0,0.049596833,0.0023425,0,0,20.5,-3.2,978,53,83,0.6506672
03-01-2019 09:00,0.598,0,0,0,0.0478045,0.002311167,0,0,20.7,-3,979,52.2,83.6,0.6615045
03-01-2019 10:00,0.627333333,0.059166667,0,0,0.048501833,0.001223167,0,0,20.8,-2.3,979,52,83.9,0.6811404
03-01-2019 11:00,0.60525,0.367166667,0,0,0.050661333,0.002275833,0,0,20.9,-0.8,978,51.4,79.2,0.6619337
03-01-2019 12:00,0.9105,1.2605,0,0,0.044492333,0.015451833,0,0.2360395,21,0.6,977,52.6,72.2,0.6551738
03-01-2019 13:00,0.849916667,1.197166667,0,0,0.041091833,0.015376167,0,0.2514585,21.5,1.5,977,54,64.8,0.6355379
03-01-2019 14:00,0.970666667,1.303083333,0,0,0.039260833,0.015257833,0,0.454830167,22.4,2.3,977,54.1,54.6,0.6316751
03-01-2019 15:00,0.908583333,0.92725,0,0,0.0362905,0.009832,0,0.396136333,23,2.6,977,53.6,46.7,0.618048
03-01-2019 16:00,0.525583333,0.042,0,0,0.0445965,0.0012185,0,0,22.4,1.5,978,53.2,54.1,0.6046355
03-01-2019 17:00,0.727666667,0,0,0,0.044707667,0.001174667,0,0,21.9,1.2,978,52,59.5,0.6284561
03-01-2019 18:00,0.82625,0,0.013126167,0,0.047038,0.001167167,0,0,22,1,977,51.5,60.2,0.6747024
03-01-2019 19:00,1.03975,0,0.6199065,0,0.044988167,0.0011635,0,0,22,0.7,977,51,63.8,0.6710542
03-01-2019 20:00,0.220166667,0,0.036377333,0,0.046544833,0.001183667,0,0,21.9,0.6,978,51,66.2,0.6764192
03-01-2019 21:00,0.41475,0,0.234338667,0,0.0446305,0.001203667,0,0,21.9,0.5,978,50.4,69.6,0.6627921
03-01-2019 22:00,0.173416667,0,0.004519,0,0.038238333,0.001148167,0,0,21.6,0.5,978,50.1,68.8,0.6361817
03-01-2019 23:00,0.189166667,0,0,0,0.042066667,0.001166833,0,0,21.3,0.5,978,50,69.2,0.5444402
04-01-2019 00:00,0.163833333,0,0,0,0.041408,0.002130833,0,0,21.2,-0.4,977,50,68.2,0.391645
04-01-2019 01:00,0.163333333,0,0,0,0.042736167,0.0020085,0,0,21.1,-1.2,978,50,71.1,0.1847706
04-01-2019 02:00,0.169,0,0,0,0.04397,0.002129,0,0,21,-1.6,978,50,72.6,0.1390608
04-01-2019 03:00,0.160333333,0,0,0,0.0441935,0.002142667,0,0,20.9,-2.2,977,50,75.5,0.1317644
04-01-2019 04:00,0.17,0,0,0,0.044897,0.002839333,0,0,20.8,-2.5,977,50,77.2,0.1472156
04-01-2019 05:00,0.17375,0,0,0,0.048288167,0.002003667,0,0,20.6,-2.8,977,50,78.2,0.2139562
04-01-2019 06:00,0.316833333,0,0,0,0.053441333,0.002938167,0,0,20.8,-3.1,977,49.4,77.4,0.3250117
04-01-2019 07:00,0.259416667,0,0,0,0.053935333,0.002185167,0,0,20.9,-3.4,977,49,78.3,0.4318825
04-01-2019 08:00,0.2745,0.009833333,0,0,0.0528575,0.002199167,0,0,21,-3.5,977,49,78.8,0.5914376
04-01-2019 09:00,0.372333333,0.055333333,0,0,0.0548635,0.002155667,0,0,21.1,-3,978,49.4,78.4,0.6043136
04-01-2019 10:00,0.386333333,0.328333333,0,0,0.054609833,0.0012465,0,0,21.1,-2.1,978,50,77.6,0.6196575
04-01-2019 11:00,0.731666667,1.040083333,0,0,0.0542375,0.0131775,0,0.345602667,21.3,0.2,977,50.4,72.9,0.6124684
04-01-2019 12:00,0.905833333,1.282416667,0,0,0.0495925,0.015287833,0,0.505032,21.4,1.7,977,53,66,0.6071034
04-01-2019 13:00,1.1385,1.369333333,0,0,0.047697333,0.0151905,0,0.510384833,22.2,2.8,976,53.8,58.6,0.5931544
04-01-2019 14:00,0.969166667,0.922583333,0,0,0.0435485,0.0129405,0,0.318447833,22.7,3.7,976,53.1,51.6,0.5737331
04-01-2019 15:00,0.521416667,0.420583333,0,0,0.0433255,0.002772167,0,0,22.5,3.3,976,49.7,53.9,0.5672951
04-01-2019 16:00,0.440833333,0.04725,0,0,0.047257333,0.001206167,0,0,22.1,2.4,976,49.9,61.3,0.562252
04-01-2019 17:00,0.723666667,0,0,0,0.050744667,0.001201333,0,0,21.9,1.4,976,49.8,65.6,0.6192283
04-01-2019 18:00,0.54825,0,0,0,0.047591833,0.001175,0,0,21.8,1.3,976,48.9,67.8,0.6367182
04-01-2019 19:00,0.624333333,0,0,0,0.049165,0.001192167,0,0,21.8,1.2,976,49.1,69,0.6237349
04-01-2019 20:00,0.523333333,0,0,0,0.047682833,0.0012085,0,0,21.9,1,977,49,69.6,0.6294218
04-01-2019 21:00,0.334083333,0,0,0,0.047463167,0.001188833,0,0,21.7,0.9,977,49,70.8,0.6222327
04-01-2019 22:00,0.277333333,0,0,0,0.041255333,0.001142167,0,0,21.4,1,977,49.6,70.2,0.6092494
04-01-2019 23:00,0.17225,0,0,0,0.041554833,0.001150833,0,0,21.2,0.7,976,49.4,72.6,0.5331737
05-01-2019 00:00,0.166833333,0,0,0,0.0441895,0.002078667,0,0,21.1,0.1,976,49,73.2,0.4127831
05-01-2019 01:00,0.156583333,0,0,0,0.044281167,0.001196833,0,0,21.1,0.1,976,49,74.6,0.2529061
05-01-2019 02:00,0.16,0,0,0,0.044036167,0.001224,0,0,21,0.5,976,49,75.9,0.1742552
05-01-2019 03:00,0.15975,0,0,0,0.0437915,0.001228333,0,0,20.9,0.6,975,49,75.1,0.1525806
05-01-2019 04:00,0.173083333,0,0,0,0.045637333,0.001243667,0,0,20.9,0.3,975,49,74,0.1461426
05-01-2019 05:00,0.174916667,0,0,0,0.046308833,0.001233167,0,0,20.8,0.4,974,49,73.2,0.2300512
05-01-2019 06:00,0.179583333,0,0,0,0.050502,0.001239833,0,0,21,0.2,974,48.3,74.9,0.3460425
05-01-2019 07:00,0.16875,0,0,0,0.0498505,0.001238,0,0,21,0.5,973,48,73.5,0.5051684
05-01-2019 08:00,0.307166667,0,0,0,0.050427,0.001230333,0,0,21,0.7,975,48.4,73,0.6324262
05-01-2019 09:00,0.211333333,0,0,0,0.053778167,0.0012215,0,0,20.9,0.7,975,47.8,79.9,0.6429416
05-01-2019 10:00,0.16775,0,0,0,0.050372667,0.0012305,0,0,20.8,1.4,975,45,81,0.6701958
05-01-2019 11:00,0.184833333,0,0,0,0.054213667,0.00121,0,0,20.8,1.5,975,46.7,81.4,0.6628994
05-01-2019 12:00,1.696333333,0,0,0,0.048933333,0.001196167,0.438136833,0,20.8,1.5,974,47.6,82.7,0.6612899
05-01-2019 13:00,0.661166667,0,0,0,0.0491325,0.001191,0.0646315,0,20.8,1.6,974,48,83.6,0.6449803
05-01-2019 14:00,1.122333333,0,0,0,0.048395667,0.001199833,0.5320965,0,20.9,1.9,973,49.6,83.2,0.642727
05-01-2019 15:00,0.868666667,0,0,0,0.047708167,0.001197,0.043081167,0,20.9,2.2,974,50.4,83.3,0.6542081
05-01-2019 16:00,0.203916667,0,0,0,0.049706167,0.001190833,0,0,20.8,2.1,974,51.2,84.6,0.6621483
05-01-2019 17:00,0.17775,0,0,0,0.0502105,0.001154333,0,0,20.8,2,974,51.9,85,0.6791017
05-01-2019 18:00,0.1675,0,0,0,0.048263333,0.001146833,0,0,20.9,1.9,973,51.2,86.5,0.7208414
05-01-2019 19:00,0.78775,0,0,0,0.048462167,0.001163,0,0,20.8,2.1,974,51,86.5,0.7280305
05-01-2019 20:00,1.111166667,0,0,0,0.049926167,0.001189833,0,0,20.7,2.3,974,51.6,86,0.746808
05-01-2019 21:00,0.735416667,0,0,0,0.048645667,0.001203167,0,0,20.8,2.3,974,52,86,0.7401554
05-01-2019 22:00,1.377416667,0,0,0,0.046271,0.001157833,0,0.2964595,20.8,2.5,974,52,86,0.6966989
05-01-2019 23:00,1.35625,0,0,0,0.042917833,0.0011685,0,0.496828,20.6,2.5,973,52,86,0.6619337
06-01-2019 00:00,1.338,0,0,0,0.0446425,0.001163333,0,0.496429667,20.5,2.6,973,52,86,0.6734148
06-01-2019 01:00,0.888833333,0,0,0,0.045601333,0.0011915,0,0.502811333,20.4,2.6,973,52,86,0.6200867
06-01-2019 02:00,0.675583333,0,0,0,0.046425833,0.001200667,0,0.5044475,20.4,2.6,974,51.8,86,0.5499125
06-01-2019 03:00,0.663083333,0,0,0,0.046294667,0.001233333,0,0.508222167,20.3,2.6,974,51,86.5,0.5112845
06-01-2019 04:00,0.181083333,0,0,0,0.0471165,0.001241667,0,0,20.3,2.7,973,51,86.6,0.4209379
06-01-2019 05:00,0.174,0,0,0,0.049073333,0.001215833,0,0,20.2,2.8,973,51,86.2,0.4143926
06-01-2019 06:00,0.161833333,0,0,0,0.048002333,0.001222833,0,0,20.5,2.8,973,51,86,0.4182554
06-01-2019 07:00,0.176333333,0,0,0,0.048239,0.001233833,0,0,20.6,2.8,973,51,86,0.479631
06-01-2019 08:00,0.324166667,0,0,0,0.051431333,0.001233333,0,0,20.6,2.8,973,52.2,86,0.5443329
06-01-2019 09:00,1.213583333,0,0,0,0.049405333,0.001237333,0.907981333,0,20.5,3.3,973,53.2,85.8,0.5888624
06-01-2019 10:00,1.31775,0.002083333,0,0,0.049484,0.001234,0.090839667,0,20.8,3.9,974,53.3,84.6,0.649165
06-01-2019 11:00,2.178583333,0.031416667,0,0.997372833,0.052082333,0.001690833,0.155875167,0,20.8,4.5,974,54,82.1,0.6630067
06-01-2019 12:00,1.932333333,0.041416667,0,1.164034167,0.048358167,0.001787333,0.0103975,0,21,4.7,974,55,82,0.6522767
06-01-2019 13:00,0.977916667,0.052833333,0,0.018233333,0.047947,0.001707167,0,0,21.1,4.4,974,55.2,82,0.621267
06-01-2019 14:00,0.657416667,0.037583333,0,0,0.047871167,0.0012065,0,0,21.2,4.5,974,56,82,0.5937982
06-01-2019 15:00,0.656833333,0.001833333,0.152109167,0,0.048051667,0.001218167,0,0,21.2,4.2,974,56,82.2,0.562252
06-01-2019 16:00,1.680583333,0,0.934427833,0,0.048465,0.001207167,0,0,21.2,3.9,974,56,84.2,0.4936873
06-01-2019 17:00,1.57,0,0.008640333,0,0.0486835,0.001157167,0,0,21,3.7,975,56.6,85,0.5491614
06-01-2019 18:00,1.489083333,0,0,0,0.0452255,0.001133667,0,0,21,3.5,975,56.8,85.4,0.6134341
06-01-2019 19:00,0.442833333,0,0,0,0.047768333,0.001164167,0,0,21,3.5,975,58.4,86,0.6022749
06-01-2019 20:00,0.373916667,0,0,0,0.047902833,0.00118,0,0,20.9,3.4,975,58.4,86,0.6134341
06-01-2019 21:00,0.2905,0,0,0,0.046406,0.001207667,0,0,20.9,3.5,975,56.6,86,0.6108589
06-01-2019 22:00,0.568333333,0,0,0,0.044820333,0.0011265,0,0.396325167,20.7,3.3,975,56,86,0.5836047
06-01-2019 23:00,0.644166667,0,0,0,0.041334333,0.0011305,0,0.485575667,20.5,3,975,56,86,0.5668659
07-01-2019 00:00,0.654,0,0,0,0.043016833,0.001159833,0,0.4897375,20.4,3.2,975,56,86.1,0.5220145
07-01-2019 01:00,0.657416667,0,0,0,0.044173667,0.001195167,0,0.499580167,20.3,3.2,975,55.4,87,0.2732931
07-01-2019 02:00,0.511916667,0,0,0,0.0463375,0.001208667,0,0.329480833,20.3,3.2,975,55,87,0.2829501
07-01-2019 03:00,0.154166667,0,0,0,0.046132667,0.001223333,0,0,20.2,3.1,975,55,87,0.28971
07-01-2019 04:00,0.17125,0,0,0,0.0471165,0.001222,0,0,20.1,3,975,55,87.6,0.2805895
07-01-2019 05:00,0.17275,0,0,0,0.049379167,0.001226167,0,0,20,3,974,55,87.8,0.2944312
07-01-2019 06:00,0.29675,0,0,0,0.054650833,0.0012315,0,0,20.2,3,974,55.2,87,0.3181445
07-01-2019 07:00,0.23525,0,0,0,0.054611333,0.001203333,0,0,20.4,3,974,55.4,87,0.3531243
07-01-2019 08:00,0.16975,0,0,0,0.046494833,0.001201,0,0,20.6,3,975,54.6,87,0.430273
07-01-2019 09:00,0.164416667,0,0,0,0.0461435,0.001189167,0,0,20.7,3,975,54,87,0.5679389
07-01-2019 10:00,0.159833333,0.034583333,0,0,0.0467355,0.001188667,0,0,20.7,3.2,975,54,86.3,0.5883259
07-01-2019 11:00,0.159166667,0.06875,0,0,0.049117333,0.001182333,0,0,20.7,3.6,975,53.3,85.4,0.6412248
07-01-2019 12:00,0.15825,0.015833333,0,0,0.048449667,0.001171667,0,0,20.8,3.9,974,53,85.2,0.6271685
07-01-2019 13:00,0.16925,0.101083333,0,0,0.046872833,0.001182167,0,0,20.9,4.2,974,52.8,84.4,0.6509891
07-01-2019 14:00,0.168,0.083333333,0,0,0.045222833,0.001190167,0,0,21,4.2,974,52,83.2,0.6463752
07-01-2019 15:00,0.167833333,0.013166667,0,0,0.045674333,0.001199,0,0,21,4.2,974,52,84,0.6097859
07-01-2019 16:00,0.173,0,0,0,0.048929167,0.001206667,0,0,20.8,4.1,974,52,85,0.6017384
07-01-2019 17:00,0.179333333,0,0,0,0.049138,0.001198167,0,0,20.7,3.9,974,52,85,0.6530278
07-01-2019 18:00,0.625583333,0,0,0,0.048949667,0.001173,0,0,20.8,3.7,974,52,85,0.7335028
07-01-2019 19:00,0.660333333,0,0,0,0.048729,0.001160833,0,0,20.8,3.6,974,51.9,84,0.8205231
07-01-2019 20:00,0.381,0,0,0,0.047663333,0.001185167,0,0,20.7,3.5,974,51,83.4,0.8411247
07-01-2019 21:00,0.463166667,0,0,0,0.047728333,0.001173,0,0,20.8,3.4,973,52,81.1,0.8939163
07-01-2019 22:00,0.309416667,0,0,0,0.0407235,0.0011485,0,0,20.6,3.3,973,52,80.6,0.8265319
07-01-2019 23:00,0.16925,0,0,0,0.044632167,0.001171333,0,0,20.4,3.3,972,52,77.2,0.7609716
08-01-2019 00:00,0.167083333,0,0,0,0.045448833,0.001174667,0,0,20.3,3.2,972,52,79.4,0.7676242
08-01-2019 01:00,0.163083333,0,0,0,0.046736333,0.001212167,0,0,20.3,3.1,971,52,79.6,0.6691228
08-01-2019 02:00,0.172416667,0,0,0,0.0471515,0.0012155,0,0,20.2,3.1,970,52,77.2,0.6128976
08-01-2019 03:00,0.152083333,0,0,0,0.04743,0.0012275,0,0,20.2,3.1,970,52,77.9,0.5862872
08-01-2019 04:00,0.1625,0,0,0,0.048727667,0.001238333,0,0,20.1,2.8,969,51.3,81,0.5833901
08-01-2019 05:00,0.176916667,0,0,0,0.050237333,0.001230667,0,0,20,2.3,968,51.7,83.8,0.5973391
08-01-2019 06:00,0.2285,0,0,0,0.053840333,0.001205833,0,0,20.2,2.1,967,51,85.2,0.6848959
08-01-2019 07:00,0.350083333,0,0,0,0.056207333,0.001196667,0,0,20.1,2.3,966,52.1,86,0.7585037
08-01-2019 08:00,0.174166667,0,0,0,0.047627,0.001216,0,0,20.2,2.8,965,52,85.8,0.8178406
08-01-2019 09:00,0.175833333,0.024666667,0,0,0.0472555,0.001212333,0,0,20.3,3.4,965,52,85.9,0.8115099
08-01-2019 10:00,0.162583333,0.135916667,0,0,0.048008,0.001225333,0,0,20.4,4.4,965,52,85.9,0.8314677
08-01-2019 11:00,0.166416667,0.1495,0,0,0.049926,0.0012205,0,0,20.4,5.4,965,51.9,83.2,0.8209523
08-01-2019 12:00,0.173833333,0.16025,0,0,0.049506333,0.0012165,0,0,20.5,6,964,52,78.8,0.8194501
08-01-2019 13:00,0.1575,0.144,0,0,0.047750333,0.001208333,0,0,20.5,6.3,963,52,74.8,0.8046427
08-01-2019 14:00,0.169583333,0.10625,0,0,0.044865333,0.001211667,0,0,20.5,6.2,963,51.6,73.2,0.8003507
08-01-2019 15:00,0.170583333,0.021333333,0,0,0.0459245,0.001215667,0,0,20.5,5.9,963,51,74.5,0.7994923
08-01-2019 16:00,0.176083333,0.003833333,0,0,0.048475667,0.001201667,0,0,20.5,5.3,963,51,78.2,0.7801783
08-01-2019 17:00,0.162833333,0,0,0,0.049124333,0.001197333,0,0,20.4,4.1,963,51,81.2,0.7868309
08-01-2019 18:00,1.17725,0,0,0,0.050521667,0.001175167,0,0,20.2,4.1,963,50.3,75.6,0.8303947
08-01-2019 19:00,0.55125,0,0,0,0.050237833,0.0011685,0,0,20.2,4.7,963,51,70.3,0.8383349
08-01-2019 20:00,0.640083333,0,0,0,0.049471333,0.001198,0,0,20.4,4.9,963,51,70.6,0.8447729
08-01-2019 21:00,0.32625,0,0,0,0.047991333,0.001185,0,0,20.5,4.5,963,51,75,0.8271757
08-01-2019 22:00,0.538083333,0,0,0,0.041796333,0.001142333,0,0.381855,20.1,4.5,962,51.2,73.8,0.7992777
08-01-2019 23:00,0.646416667,0,0,0,0.045205167,0.001142,0,0.485617333,19.8,4.2,962,52,75.2,0.7802856
09-01-2019 00:00,0.656083333,0,0,0,0.04606,0.0011775,0,0.493390333,19.8,4,961,52,74.1,0.7751352
09-01-2019 01:00,0.67,0,0,0,0.047541167,0.001206667,0,0.499690833,19.8,4.1,960,51.6,73.3,0.6237349
09-01-2019 02:00,0.674583333,0,0,0,0.047164333,0.0011995,0,0.499606,19.8,4.1,960,51,73.5,0.5537753
09-01-2019 03:00,0.24975,0,0,0,0.0487795,0.001228833,0,0.102418,19.8,3.4,960,51,76.8,0.5425088
09-01-2019 04:00,0.1865,0,0,0,0.049275333,0.001240444,0,0,19.7,3,959,51,79.6,0.5353197
09-01-2019 05:00,0.1715,0,0,0,0.049897083,0.001221667,0,0,19.7,2.6,958,51,80.6,0.5348905
09-01-2019 06:00,0.28825,0,0,0,0.055462167,0.001215,0,0,19.9,3,957,50.8,75.3,0.5531315
09-01-2019 07:00,0.3095,0,0,0,0.059727333,0.001199167,0,0,20,2.4,957,52.6,78.7,0.6407956
09-01-2019 08:00,0.187833333,0,0,0,0.048463,0.001223167,0,0,20,2.2,957,51.6,83,0.6959478
09-01-2019 09:00,0.185,8.33E-05,0,0,0.047926167,0.0012195,0,0,20.1,2.3,958,51,81.2,0.7535679
09-01-2019 10:00,0.184666667,0.0885,0,0,0.048778833,0.0012225,0,0,20.2,2.9,958,51,76.2,0.7637614
09-01-2019 11:00,0.18925,0.134333333,0,0,0.0523915,0.0012275,0,0,20.2,3,958,51,76.1,0.7313568
09-01-2019 12:00,0.1765,0.306416667,0,0,0.051204333,0.001208167,0,0,20.4,3,958,50,80,0.7066778
09-01-2019 13:00,0.2655,0.185916667,0,0,0.048001,0.001208667,0,0,20.4,3.3,957,50.6,75.8,0.6815696
09-01-2019 14:00,0.215,0.173833333,0,0,0.046360333,0.001224667,0,0,20.5,3.4,956,50.7,72.2,0.6621483
09-01-2019 15:00,0.73525,0.075583333,0,0,0.046986667,0.001203333,0.530786,0,20.5,3,957,49.8,72.8,0.6616118
09-01-2019 16:00,0.85425,0.028916667,0,0,0.052765833,0.0011985,0.341883833,0,20.3,2.3,958,47.6,76.6,0.6733075
09-01-2019 17:00,3.940333333,0,0,1.475643833,0.052423,0.001191167,0.000288333,0,20.3,1.9,958,49.1,76.5,0.7064632
09-01-2019 18:00,1.3595,0,0.002782667,0.108273667,0.050390667,0.001183,0,0,20.5,1.6,958,49.6,77,0.8127975
09-01-2019 19:00,1.130833333,0,0.597020833,0,0.049123333,0.001156667,0,0,20.5,0.9,958,49,82,0.8329699
09-01-2019 20:00,0.211416667,0,0.023784833,0,0.048937167,0.001174833,0,0,20.5,0.8,959,49,81.5,0.8354378
09-01-2019 21:00,0.483166667,0,0.2838955,0,0.0485625,0.001162833,0,0,20.5,0.8,959,49,83.6,0.8191282
09-01-2019 22:00,0.224666667,0,0.005927167,0,0.043956,0.001117167,0,0,20.2,0.8,960,49,85,0.786509
09-01-2019 23:00,0.211833333,0,0,0,0.045159333,0.001145333,0,0,19.8,0.8,960,51,85,0.7417649
10-01-2019 00:00,0.164833333,0,0,0,0.04789,0.001186,0,0,19.8,0.8,960,51,84.8,0.7064632
10-01-2019 01:00,0.16425,0,0,0,0.047696167,0.001203667,0,0,19.8,0.7,960,51,84,0.5902573
10-01-2019 02:00,0.176666667,0,0,0,0.047972667,0.001204167,0,0,19.7,0.5,961,51,84,0.5757718
10-01-2019 03:00,0.175583333,0,0,0,0.048405167,0.0012235,0,0,19.7,0.3,961,51,84,0.5548483
10-01-2019 04:00,0.175416667,0,0,0,0.049084833,0.0012225,0,0,19.6,0.2,961,51,85,0.5597841
10-01-2019 05:00,0.169916667,0,0,0,0.0511265,0.001216667,0,0,19.5,0.1,962,51.6,85,0.5548483
10-01-2019 06:00,0.31025,0,0,0,0.054553,0.001218,0,0,19.7,-0.2,962,51.6,84.8,0.5874675
