Month,hour,day_type,DLS,Indoor_Temperature,average_unmet_cooling_setpoint_difference,indoor_relative_humidity,non_shiftable_load,solar_generation,DWH_Heating,cooling_demand,heating_demand
0,14,6,0,0,0,0,0.473976,0.01403022193,0,0,0
0,15,6,0,0,0,0,0.459186,0.002785242852,0,0,0
0,16,6,0,0,0,0,0.5018159999999999,0.0,0,0,0
0,17,6,0,0,0,0,0.6393049999999999,0.0,0,0,0
0,18,6,0,0,0,0,0.680746,0.0,0,0,0
0,19,6,0,0,0,0,0.6607649999999999,0.0,0,0,0
0,20,6,0,0,0,0,0.613524,0.0,0,0,0
0,21,6,0,0,0,0,0.559526,0.0,0,0,0
0,22,6,0,0,0,0,0.474846,0.0,0,0,0
0,23,6,0,0,0,0,0.345216,0.0,0,0,0
0,0,0,0,0,0,0,0.25386600000000004,0.0,0,0,0
0,1,0,0,0,0,0,0.195489,0.0,0,0,0
0,2,0,0,0,0,0,0.16994,0.0,0,0,0
0,3,0,0,0,0,0,0.16240000000000002,0.0,0,0,0
0,4,0,0,0,0,0,0.16559000000000001,0.0,0,0,0
0,5,0,0,0,0,0,0.1827,0.0,0,0,0
0,6,0,0,0,0,0,0.23907599999999998,0.0,0,0,0
0,7,0,0,0,0,0,0.32955599999999996,0.0,0,0,0
0,8,0,0,0,0,0,0.399156,0.006917531165,0,0,0
0,9,0,0,0,0,0,0.451356,0.01883873463,0,0,0
0,10,0,0,0,0,0,0.458316,0.022251261970000002,0,0,0
0,11,0,0,0,0,0,0.454546,0.01701040799,0,0,0
0,12,0,0,0,0,0,0.458606,0.01401898186,0,0,0
0,13,0,0,0,0,0,0.422936,0.007602470843,0,0,0
0,14,0,0,0,0,0,0.408726,0.008845389212000001,0,0,0
0,15,0,0,0,0,0,0.408726,0.00253372429,0,0,0
0,16,0,0,0,0,0,0.47687599999999997,0.0,0,0,0
0,17,0,0,0,0,0,0.624254,0.0,0,0,0
0,18,0,0,0,0,0,0.680746,0.0,0,0,0
0,19,0,0,0,0,0,0.7000599999999999,0.0,0,0,0
0,20,0,0,0,0,0,0.6448440000000001,0.0,0,0,0
0,21,0,0,0,0,0,0.564746,0.0,0,0,0
0,22,0,0,0,0,0,0.482096,0.0,0,0,0
0,23,0,0,0,0,0,0.364066,0.0,0,0,0
0,0,1,0,0,0,0,0.248066,0.0,0,0,0
0,1,1,0,0,0,0,0.19053,0.0,0,0,0
0,2,1,0,0,0,0,0.17226,0.0,0,0,0
0,3,1,0,0,0,0,0.16616999999999998,0.0,0,0,0
0,4,1,0,0,0,0,0.16762,0.0,0,0,0
0,5,1,0,0,0,0,0.18415,0.0,0,0,0
0,6,1,0,0,0,0,0.238206,0.0,0,0,0
0,7,1,0,0,0,0,0.32346600000000003,0.0,0,0,0
0,8,1,0,0,0,0,0.375376,0.007221955161,0,0,0
0,9,1,0,0,0,0,0.40901600000000005,0.01534892241,0,0,0
0,10,1,0,0,0,0,0.40843599999999997,0.01124752954,0,0,0
0,11,1,0,0,0,0,0.401476,0.019428893290000002,0,0,0
0,12,1,0,0,0,0,0.401766,0.015484327289999999,0,0,0
0,13,1,0,0,0,0,0.395386,0.014275178730000001,0,0,0
0,14,1,0,0,0,0,0.38523599999999997,0.005534643389,0,0,0
0,15,1,0,0,0,0,0.396836,0.001655846357,0,0,0
0,16,1,0,0,0,0,0.464116,0.0,0,0,0
0,17,1,0,0,0,0,0.604244,0.0,0,0,0
0,18,1,0,0,0,0,0.663085,0.0,0,0,0
0,19,1,0,0,0,0,0.6746559999999999,0.0,0,0,0
0,20,1,0,0,0,0,0.635274,0.0,0,0,0
0,21,1,0,0,0,0,0.570546,0.0,0,0,0
0,22,1,0,0,0,0,0.476586,0.0,0,0,0
0,23,1,0,0,0,0,0.35594600000000004,0.0,0,0,0
0,0,2,0,0,0,0,0.252706,0.0,0,0,0
0,1,2,0,0,0,0,0.19157400000000002,0.0,0,0,0
0,2,2,0,0,0,0,0.17429,0.0,0,0,0
0,3,2,0,0,0,0,0.16675,0.0,0,0,0
0,4,2,0,0,0,0,0.16689500000000002,0.0,0,0,0
0,5,2,0,0,0,0,0.17849500000000001,0.0,0,0,0
0,6,2,0,0,0,0,0.223532,0.0,0,0,0
0,7,2,0,0,0,0,0.311721,0.0,0,0,0
0,8,2,0,0,0,0,0.393501,0.005133895549,0,0,0
0,9,2,0,0,0,0,0.413221,0.02012466774,0,0,0
0,10,2,0,0,0,0,0.422936,0.02140965276,0,0,0
0,11,2,0,0,0,0,0.414961,0.02228508043,0,0,0
0,12,2,0,0,0,0,0.425981,0.024696850649999998,0,0,0
0,13,2,0,0,0,0,0.415251,0.01622731988,0,0,0
0,14,2,0,0,0,0,0.424966,0.007735447484,0,0,0
0,15,2,0,0,0,0,0.42612599999999995,0.0026579530980000003,0,0,0
0,16,2,0,0,0,0,0.5008009999999999,0.0,0,0,0
0,17,2,0,0,0,0,0.64322,0.0,0,0,0
0,18,2,0,0,0,0,0.7000599999999999,0.0,0,0,0
0,19,2,0,0,0,0,0.6942889999999999,0.0,0,0,0
0,20,2,0,0,0,0,0.630054,0.0,0,0,0
0,21,2,0,0,0,0,0.563006,0.0,0,0,0
0,22,2,0,0,0,0,0.489781,0.0,0,0,0
0,23,2,0,0,0,0,0.380306,0.0,0,0,0
0,0,3,0,0,0,0,0.261406,0.0,0,0,0
0,1,3,0,0,0,0,0.199259,0.0,0,0,0
0,2,3,0,0,0,0,0.17777,0.0,0,0,0
0,3,3,0,0,0,0,0.16762,0.0,0,0,0
0,4,3,0,0,0,0,0.16747499999999998,0.0,0,0,0
0,5,3,0,0,0,0,0.178205,0.0,0,0,0
0,6,3,0,0,0,0,0.233711,0.0,0,0,0
0,7,3,0,0,0,0,0.317231,0.0,0,0,0
0,8,3,0,0,0,0,0.380306,0.005068926594,0,0,0
0,9,3,0,0,0,0,0.421051,0.01147159839,0,0,0
0,10,3,0,0,0,0,0.420906,0.01484472787,0,0,0
0,11,3,0,0,0,0,0.418731,0.014993438340000002,0,0,0
0,12,3,0,0,0,0,0.433231,0.0073780986520000005,0,0,0
0,13,3,0,0,0,0,0.420906,0.008465854584000001,0,0,0
0,14,3,0,0,0,0,0.42018099999999997,0.002180294018,0,0,0
0,15,3,0,0,0,0,0.423661,0.002451420189,0,0,0
0,16,3,0,0,0,0,0.49094099999999996,0.0,0,0,0
0,17,3,0,0,0,0,0.631475,0.0,0,0,0
0,18,3,0,0,0,0,0.6645059999999999,0.0,0,0,0
0,19,3,0,0,0,0,0.6665359999999999,0.0,0,0,0
0,20,3,0,0,0,0,0.613379,0.0,0,0,0
0,21,3,0,0,0,0,0.549956,0.0,0,0,0
0,22,3,0,0,0,0,0.480211,0.0,0,0,0
0,23,3,0,0,0,0,0.374651,0.0,0,0,0
0,0,4,0,0,0,0,0.264161,0.0,0,0,0
0,1,4,0,0,0,0,0.200738,0.0,0,0,0
0,2,4,0,0,0,0,0.173275,0.0,0,0,0
0,3,4,0,0,0,0,0.166025,0.0,0,0,0
0,4,4,0,0,0,0,0.16791,0.0,0,0,0
0,5,4,0,0,0,0,0.17907499999999998,0.0,0,0,0
0,6,4,0,0,0,0,0.227157,0.0,0,0,0
0,7,4,0,0,0,0,0.310271,0.0,0,0,0
0,8,4,0,0,0,0,0.389151,0.0135636977,0,0,0
0,9,4,0,0,0,0,0.44062599999999996,0.04255741725,0,0,0
0,10,4,0,0,0,0,0.440191,0.06579638714,0,0,0
0,11,4,0,0,0,0,0.44222100000000003,0.07145323338,0,0,0
0,12,4,0,0,0,0,0.45527100000000004,0.06997510637000001,0,0,0
0,13,4,0,0,0,0,0.438886,0.045819898729999996,0,0,0
0,14,4,0,0,0,0,0.436421,0.02089801623,0,0,0
0,15,4,0,0,0,0,0.43424599999999997,0.003651874978,0,0,0
0,16,4,0,0,0,0,0.507036,0.0,0,0,0
0,17,4,0,0,0,0,0.644496,0.0,0,0,0
0,18,4,0,0,0,0,0.678513,0.0,0,0,0
0,19,4,0,0,0,0,0.669726,0.0,0,0,0
0,20,4,0,0,0,0,0.627879,0.0,0,0,0
0,21,4,0,0,0,0,0.5521309999999999,0.0,0,0,0
0,22,4,0,0,0,0,0.503991,0.0,0,0,0
0,23,4,0,0,0,0,0.407421,0.0,0,0,0
0,0,5,0,0,0,0,0.285331,0.0,0,0,0
0,1,5,0,0,0,0,0.210308,0.0,0,0,0
0,2,5,0,0,0,0,0.181975,0.0,0,0,0
0,3,5,0,0,0,0,0.17342,0.0,0,0,0
0,4,5,0,0,0,0,0.16965,0.0,0,0,0
0,5,5,0,0,0,0,0.173565,0.0,0,0,0
0,6,5,0,0,0,0,0.19227,0.0,0,0,0
0,7,5,0,0,0,0,0.24690600000000001,0.0,0,0,0
0,8,5,0,0,0,0,0.34768099999999996,0.008618557375,0,0,0
0,9,5,0,0,0,0,0.43018599999999996,0.02275272628,0,0,0
0,10,5,0,0,0,0,0.481371,0.03499805371,0,0,0
0,11,5,0,0,0,0,0.48514100000000004,0.03010288626,0,0,0
0,12,5,0,0,0,0,0.47948599999999997,0.02943284141,0,0,0
0,13,5,0,0,0,0,0.481951,0.015610222909999999,0,0,0
0,14,5,0,0,0,0,0.46701600000000004,0.005439324578,0,0,0
0,15,5,0,0,0,0,0.46469600000000005,0.0033142468790000002,0,0,0
0,16,5,0,0,0,0,0.5122559999999999,0.0,0,0,0
0,17,5,0,0,0,0,0.63713,0.0,0,0,0
0,18,5,0,0,0,0,0.661461,0.0,0,0,0
0,19,5,0,0,0,0,0.666246,0.0,0,0,0
0,20,5,0,0,0,0,0.617874,0.0,0,0,0
0,21,5,0,0,0,0,0.554451,0.0,0,0,0
0,22,5,0,0,0,0,0.498336,0.0,0,0,0
0,23,5,0,0,0,0,0.410031,0.0,0,0,0
0,0,6,0,0,0,0,0.29765600000000003,0.0,0,0,0
0,1,6,0,0,0,0,0.21961699999999998,0.0,0,0,0
0,2,6,0,0,0,0,0.182845,0.0,0,0,0
0,3,6,0,0,0,0,0.1711,0.0,0,0,0
0,4,6,0,0,0,0,0.1682,0.0,0,0,0
0,5,6,0,0,0,0,0.169215,0.0,0,0,0
0,6,6,0,0,0,0,0.179365,0.0,0,0,0
0,7,6,0,0,0,0,0.217442,0.0,0,0,0
0,8,6,0,0,0,0,0.299251,0.01142159637,0,0,0
0,9,6,0,0,0,0,0.386106,0.03029161594,0,0,0
0,10,6,0,0,0,0,0.451791,0.05078644281,0,0,0
0,11,6,0,0,0,0,0.49384100000000003,0.04616436049,0,0,0
0,12,6,0,0,0,0,0.499786,0.03756817634,0,0,0
0,13,6,0,0,0,0,0.491086,0.03467147102,0,0,0
0,14,6,0,0,0,0,0.475716,0.01576946006,0,0,0
0,15,6,0,0,0,0,0.45875099999999996,0.0034581136169999998,0,0,0
0,16,6,0,0,0,0,0.497321,0.0,0,0,0
0,17,6,0,0,0,0,0.6336499999999999,0.0,0,0,0
0,18,6,0,0,0,0,0.675961,0.0,0,0,0
0,19,6,0,0,0,0,0.6591699999999999,0.0,0,0,0
0,20,6,0,0,0,0,0.6122190000000001,0.0,0,0,0
0,21,6,0,0,0,0,0.5569160000000001,0.0,0,0,0
0,22,6,0,0,0,0,0.473541,0.0,0,0,0
0,23,6,0,0,0,0,0.341881,0.0,0,0,0
0,0,0,0,0,0,0,0.247196,0.0,0,0,0
0,1,0,0,0,0,0,0.192879,0.0,0,0,0
0,2,0,0,0,0,0,0.16907,0.0,0,0,0
0,3,0,0,0,0,0,0.161385,0.0,0,0,0
0,4,0,0,0,0,0,0.16472,0.0,0,0,0
0,5,0,0,0,0,0,0.18226499999999998,0.0,0,0,0
0,6,0,0,0,0,0,0.240671,0.0,0,0,0
0,7,0,0,0,0,0,0.33593599999999996,0.0,0,0,0
0,8,0,0,0,0,0,0.402781,0.006350641325,0,0,0
0,9,0,0,0,0,0,0.45019600000000004,0.012641662560000001,0,0,0
0,10,0,0,0,0,0,0.450921,0.01212468817,0,0,0
0,11,0,0,0,0,0,0.44990600000000003,0.01346921594,0,0,0
0,12,0,0,0,0,0,0.454256,0.0132542926,0,0,0
0,13,0,0,0,0,0,0.41902100000000003,0.009710079473,0,0,0
0,14,0,0,0,0,0,0.405391,0.008650067122,0,0,0
0,15,0,0,0,0,0,0.41133600000000003,0.003205919285,0,0,0
0,16,0,0,0,0,0,0.47644099999999995,0.0,0,0,0
0,17,0,0,0,0,0,0.620745,0.0,0,0,0
0,18,0,0,0,0,0,0.675671,0.0,0,0,0
0,19,0,0,0,0,0,0.69252,0.0,0,0,0
0,20,0,0,0,0,0,0.636579,0.0,0,0,0
0,21,0,0,0,0,0,0.558221,0.0,0,0,0
0,22,0,0,0,0,0,0.476296,0.0,0,0,0
0,23,0,0,0,0,0,0.357106,0.0,0,0,0
0,0,1,0,0,0,0,0.244876,0.0,0,0,0
0,1,1,0,0,0,0,0.186905,0.0,0,0,0
0,2,1,0,0,0,0,0.16878,0.0,0,0,0
0,3,1,0,0,0,0,0.16269,0.0,0,0,0
0,4,1,0,0,0,0,0.16588,0.0,0,0,0
0,5,1,0,0,0,0,0.18153999999999998,0.0,0,0,0
0,6,1,0,0,0,0,0.237191,0.0,0,0,0
0,7,1,0,0,0,0,0.32651100000000005,0.0,0,0,0
0,8,1,0,0,0,0,0.376536,0.008129160307,0,0,0
0,9,1,0,0,0,0,0.40495600000000004,0.02198414169,0,0,0
0,10,1,0,0,0,0,0.401186,0.032818169939999996,0,0,0
0,11,1,0,0,0,0,0.395966,0.046688868929999995,0,0,0
0,12,1,0,0,0,0,0.398431,0.032912468199999996,0,0,0
0,13,1,0,0,0,0,0.390746,0.031053544939999997,0,0,0
0,14,1,0,0,0,0,0.38393099999999997,0.008987122257,0,0,0
0,15,1,0,0,0,0,0.391181,0.0031902421429999997,0,0,0
0,16,1,0,0,0,0,0.45251600000000003,0.0,0,0,0
0,17,1,0,0,0,0,0.589715,0.0,0,0,0
0,18,1,0,0,0,0,0.650905,0.0,0,0,0
0,19,1,0,0,0,0,0.660446,0.0,0,0,0
0,20,1,0,0,0,0,0.622514,0.0,0,0,0
0,21,1,0,0,0,0,0.559671,0.0,0,0,0
0,22,1,0,0,0,0,0.472236,0.0,0,0,0
0,23,1,0,0,0,0,0.35188600000000003,0.0,0,0,0
0,0,2,0,0,0,0,0.243571,0.0,0,0,0
0,1,2,0,0,0,0,0.18618,0.0,0,0,0
0,2,2,0,0,0,0,0.17023,0.0,0,0,0
0,3,2,0,0,0,0,0.16370500000000002,0.0,0,0,0
0,4,2,0,0,0,0,0.164285,0.0,0,0,0
0,5,2,0,0,0,0,0.176465,0.0,0,0,0
0,6,2,0,0,0,0,0.228607,0.0,0,0,0
0,7,2,0,0,0,0,0.326221,0.0,0,0,0
0,8,2,0,0,0,0,0.39857600000000004,0.008437187008,0,0,0
0,9,2,0,0,0,0,0.414236,0.01612789589,0,0,0
0,10,2,0,0,0,0,0.417281,0.026037018840000002,0,0,0
0,11,2,0,0,0,0,0.400171,0.025139755229999998,0,0,0
0,12,2,0,0,0,0,0.41133600000000003,0.032680602829999995,0,0,0
0,13,2,0,0,0,0,0.413656,0.02256934911,0,0,0
0,14,2,0,0,0,0,0.419166,0.01026388974,0,0,0
0,15,2,0,0,0,0,0.414526,0.004225754519,0,0,0
0,16,2,0,0,0,0,0.473976,0.0,0,0,0
0,17,2,0,0,0,0,0.624225,0.0,0,0,0
0,18,2,0,0,0,0,0.69136,0.0,0,0,0
0,19,2,0,0,0,0,0.6830080000000001,0.0,0,0,0
0,20,2,0,0,0,0,0.61741,0.0,0,0,0
0,21,2,0,0,0,0,0.546766,0.0,0,0,0
0,22,2,0,0,0,0,0.47310599999999997,0.0,0,0,0
0,23,2,0,0,0,0,0.364936,0.0,0,0,0
0,0,3,0,0,0,0,0.254011,0.0,0,0,0
0,1,3,0,0,0,0,0.19200899999999999,0.0,0,0,0
0,2,3,0,0,0,0,0.17211500000000002,0.0,0,0,0
0,3,3,0,0,0,0,0.16472,0.0,0,0,0
0,4,3,0,0,0,0,0.16573500000000002,0.0,0,0,0
0,5,3,0,0,0,0,0.17719,0.0,0,0,0
0,6,3,0,0,0,0,0.235451,0.0,0,0,0
0,7,3,0,0,0,0,0.32854099999999997,0.0,0,0,0
0,8,3,0,0,0,0,0.382336,0.009558653931,0,0,0
0,9,3,0,0,0,0,0.414091,0.02352927165,0,0,0
0,10,3,0,0,0,0,0.412931,0.03990365765,0,0,0
0,11,3,0,0,0,0,0.40843599999999997,0.05265701141,0,0,0
0,12,3,0,0,0,0,0.419891,0.035722358929999996,0,0,0
0,13,3,0,0,0,0,0.40568099999999996,0.034095605839999994,0,0,0
0,14,3,0,0,0,0,0.40843599999999997,0.01334666496,0,0,0
0,15,3,0,0,0,0,0.41481599999999996,0.004219260953,0,0,0
0,16,3,0,0,0,0,0.472526,0.0,0,0,0
0,17,3,0,0,0,0,0.6091449999999999,0.0,0,0,0
0,18,3,0,0,0,0,0.655574,0.0,0,0,0
0,19,3,0,0,0,0,0.65424,0.0,0,0,0
0,20,3,0,0,0,0,0.605694,0.0,0,0,0
0,21,3,0,0,0,0,0.539081,0.0,0,0,0
0,22,3,0,0,0,0,0.466871,0.0,0,0,0
0,23,3,0,0,0,0,0.359136,0.0,0,0,0
0,0,4,0,0,0,0,0.254446,0.0,0,0,0
0,1,4,0,0,0,0,0.194329,0.0,0,0,0
0,2,4,0,0,0,0,0.16791,0.0,0,0,0
0,3,4,0,0,0,0,0.16182,0.0,0,0,0
0,4,4,0,0,0,0,0.163125,0.0,0,0,0
0,5,4,0,0,0,0,0.175595,0.0,0,0,0
0,6,4,0,0,0,0,0.22759200000000002,0.0,0,0,0
0,7,4,0,0,0,0,0.321581,0.0,0,0,0
0,8,4,0,0,0,0,0.393356,0.008540018188,0,0,0
0,9,4,0,0,0,0,0.433956,0.014292655679999999,0,0,0
0,10,4,0,0,0,0,0.432216,0.02970293323,0,0,0
0,11,4,0,0,0,0,0.431346,0.03844731338,0,0,0
0,12,4,0,0,0,0,0.44222100000000003,0.04034520407,0,0,0
0,13,4,0,0,0,0,0.42148599999999997,0.02975911719,0,0,0
0,14,4,0,0,0,0,0.41742599999999996,0.0149992527,0,0,0
0,15,4,0,0,0,0,0.422936,0.004596600363,0,0,0
0,16,4,0,0,0,0,0.488911,0.0,0,0,0
0,17,4,0,0,0,0,0.61625,0.0,0,0,0
0,18,4,0,0,0,0,0.654356,0.0,0,0,0
0,19,4,0,0,0,0,0.6449600000000001,0.0,0,0,0
0,20,4,0,0,0,0,0.608304,0.0,0,0,0
0,21,4,0,0,0,0,0.5414009999999999,0.0,0,0,0
0,22,4,0,0,0,0,0.492101,0.0,0,0,0
0,23,4,0,0,0,0,0.398721,0.0,0,0,0
0,0,5,0,0,0,0,0.28214100000000003,0.0,0,0,0
0,1,5,0,0,0,0,0.206103,0.0,0,0,0
0,2,5,0,0,0,0,0.17516,0.0,0,0,0
0,3,5,0,0,0,0,0.16733,0.0,0,0,0
0,4,5,0,0,0,0,0.16413999999999998,0.0,0,0,0
0,5,5,0,0,0,0,0.16762,0.0,0,0,0
0,6,5,0,0,0,0,0.185455,0.0,0,0,0
0,7,5,0,0,0,0,0.241396,0.0,0,0,0
0,8,5,0,0,0,0,0.344636,0.009010274027,0,0,0
0,9,5,0,0,0,0,0.421921,0.02356766606,0,0,0
0,10,5,0,0,0,0,0.469626,0.033316172809999996,0,0,0
0,11,5,0,0,0,0,0.482096,0.05742188997,0,0,0
0,12,5,0,0,0,0,0.47876100000000005,0.07170933804,0,0,0
0,13,5,0,0,0,0,0.483546,0.055334675609999995,0,0,0
0,14,5,0,0,0,0,0.465856,0.02610602559,0,0,0
0,15,5,0,0,0,0,0.456286,0.006312214601,0,0,0
0,16,5,0,0,0,0,0.501961,0.0,0,0,0
0,17,5,0,0,0,0,0.619063,0.0,0,0,0
0,18,5,0,0,0,0,0.6483819999999999,0.0,0,0,0
0,19,5,0,0,0,0,0.64583,0.0,0,0,0
0,20,5,0,0,0,0,0.597545,0.0,0,0,0
0,21,5,0,0,0,0,0.531976,0.0,0,0,0
0,22,5,0,0,0,0,0.481516,0.0,0,0,0
0,23,5,0,0,0,0,0.399011,0.0,0,0,0
0,0,6,0,0,0,0,0.29258100000000004,0.0,0,0,0
0,1,6,0,0,0,0,0.215992,0.0,0,0,0
0,2,6,0,0,0,0,0.181975,0.0,0,0,0
0,3,6,0,0,0,0,0.17008500000000001,0.0,0,0,0
0,4,6,0,0,0,0,0.16544499999999998,0.0,0,0,0
0,5,6,0,0,0,0,0.16544499999999998,0.0,0,0,0
0,6,6,0,0,0,0,0.17458,0.0,0,0,0
0,7,6,0,0,0,0,0.21306299999999997,0.0,0,0,0
0,8,6,0,0,0,0,0.29606099999999996,0.01413441766,0,0,0
0,9,6,0,0,0,0,0.38625099999999996,0.0514547581,0,0,0
0,10,6,0,0,0,0,0.458461,0.07423995266,0,0,0
0,11,6,0,0,0,0,0.493406,0.08795531391,0,0,0
0,12,6,0,0,0,0,0.503556,0.08979862256,0,0,0
0,13,6,0,0,0,0,0.492101,0.07362674144,0,0,0
0,14,6,0,0,0,0,0.475716,0.04713879479,0,0,0
0,15,6,0,0,0,0,0.453241,0.01178140969,0,0,0
0,16,6,0,0,0,0,0.484851,0.0,0,0,0
0,17,6,0,0,0,0,0.6192949999999999,0.0,0,0,0
0,18,6,0,0,0,0,0.667551,0.0,0,0,0
0,19,6,0,0,0,0,0.656734,0.0,0,0,0
0,20,6,0,0,0,0,0.6064189999999999,0.0,0,0,0
0,21,6,0,0,0,0,0.548071,0.0,0,0,0
0,22,6,0,0,0,0,0.470206,0.0,0,0,0
0,23,6,0,0,0,0,0.336806,0.0,0,0,0
0,0,0,0,0,0,0,0.236756,0.0,0,0,0
0,1,0,0,0,0,0,0.18705000000000002,0.0,0,0,0
0,2,0,0,0,0,0,0.16616999999999998,0.0,0,0,0
0,3,0,0,0,0,0,0.15775999999999998,0.0,0,0,0
0,4,0,0,0,0,0,0.16153,0.0,0,0,0
0,5,0,0,0,0,0,0.17806,0.0,0,0,0
0,6,0,0,0,0,0,0.239511,0.0,0,0,0
0,7,0,0,0,0,0,0.339416,0.0,0,0,0
0,8,0,0,0,0,0,0.403506,0.014995487819999999,0,0,0
0,9,0,0,0,0,0,0.44468599999999997,0.04664568902,0,0,0
0,10,0,0,0,0,0,0.439031,0.06464229892000001,0,0,0
0,11,0,0,0,0,0,0.44251100000000004,0.08372627721,0,0,0
0,12,0,0,0,0,0,0.449036,0.07756935501,0,0,0
0,13,0,0,0,0,0,0.416411,0.06791045643,0,0,0
0,14,0,0,0,0,0,0.40437599999999996,0.04226682193,0,0,0
0,15,0,0,0,0,0,0.414526,0.009024134115,0,0,0
0,16,0,0,0,0,0,0.474556,0.0,0,0,0
0,17,0,0,0,0,0,0.611784,0.0,0,0,0
0,18,0,0,0,0,0,0.664941,0.0,0,0,0
0,19,0,0,0,0,0,0.677121,0.0,0,0,0
0,20,0,0,0,0,0,0.6239640000000001,0.0,0,0,0
0,21,0,0,0,0,0,0.548941,0.0,0,0,0
0,22,0,0,0,0,0,0.467596,0.0,0,0,0
0,23,0,0,0,0,0,0.345361,0.0,0,0,0
0,0,1,0,0,0,0,0.240091,0.0,0,0,0
0,1,1,0,0,0,0,0.181975,0.0,0,0,0
0,2,1,0,0,0,0,0.162835,0.0,0,0,0
0,3,1,0,0,0,0,0.15688999999999997,0.0,0,0,0
0,4,1,0,0,0,0,0.16297999999999999,0.0,0,0,0
0,5,1,0,0,0,0,0.17733500000000002,0.0,0,0,0
0,6,1,0,0,0,0,0.233102,0.0,0,0,0
0,7,1,0,0,0,0,0.327091,0.0,0,0,0
0,8,1,0,0,0,0,0.375811,0.01055566718,0,0,0
